sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1960-05-R,2241,1,1,8497300,1,,36,8,1,8,,,
1960-05-R,2242,2,2,8560600,13,,36,6,1,6,"01:03,30",,
1960-05-R,2257,3,3,,4,,35,4,1,4,+1 lap,,
1960-05-R,2252,4,4,,3,,35,3,1,3,+1 lap,,
1960-05-R,2249,5,5,,9,,34,2,1,2,+2 laps,,
1960-05-R,2256,6,6,,14,,28,1,1,1,+8 laps,,
1960-05-R,2245,7,DNF,,5,,35,0,1,0,,,Engine
1960-05-R,2248,8,DNF,,16,,24,0,1,0,,,Fatal accident
1960-05-R,2251,9,DNF,,12,,23,0,1,0,,,Transmission
1960-05-R,2253,10,DNF,,10,,22,0,1,0,,,Transmission
1960-05-R,2258,11,DNF,,8,,19,0,1,0,,,Fatal accident
1960-05-R,2255,12,DNF,,17,,16,0,1,0,,,Engine
1960-05-R,2243,13,DNF,,6,,14,0,1,0,,,Engine
1960-05-R,2247,14,DNF,,7,,13,0,1,0,,,Spun off
1960-05-R,2244,15,DNF,,11,,4,0,1,0,,,Engine
1960-05-R,2259,16,DNF,,2,,2,0,1,0,,,Gearbox
1960-05-R,2254,17,DNF,,15,,1,0,1,0,,,Engine
