entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1780,1,1,7887800,1,,50,8,1,8,,,
1870,2,2,8200550,2,,50,7,1,6,"05:12,75",,
1782,3,3,,3,,49,4,1,4,+1 lap,,
1783,4,4,,4,,49,3,1,3,+1 lap,,
1671,5,5,,6,,49,2,1,2,+1 lap,,
1784,6,6,,7,,49,0,1,0,+1 lap,,
1865,7,7,,8,,48,0,1,0,+2 laps,,
1864,8,8,,9,,48,0,1,0,+2 laps,,
1866,9,9,,11,,46,0,1,0,+4 laps,,
1872,10,DNF,,10,,47,0,1,0,,,Brakes
1781,11,DNF,,5,,36,0,1,0,,,Spun off
1869,12,DNF,,12,,25,0,1,0,,,Spun off
1867,13,DNF,,13,,15,0,1,0,,,Engine
1874,14,DNF,,14,,9,0,1,0,,,Physical
1873,15,DNF,,15,,6,0,1,0,,,Engine
