entrantId,positionOrder,positionText,laps,time
6317,1,1,11,83834
6291,2,2,15,83925
6293,3,3,16,84616
6319,4,4,12,84737
6307,5,5,12,85136
6289,6,6,14,85160
6287,7,7,7,85352
6294,8,8,14,85464
6308,9,9,13,85792
6295,10,10,16,85806
6300,11,11,13,85814
6303,12,12,13,86140
6310,13,13,9,86378
6299,14,14,15,86380
6296,15,15,13,86471
6306,16,16,16,86647
6301,17,17,12,86699
6290,18,18,12,86781
6302,19,19,4,87066
6304,20,20,12,87151
6305,21,21,14,87154
6311,22,22,11,88398
6320,23,23,13,89070
6321,24,24,9,89293
6314,25,25,8,90711
6313,26,26,5,92131
