sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1974-07-R,4936,1,1,7111391,2,,80,9,1,9,,,
1974-07-R,4944,2,2,7111771,1,,80,6,1,6,380,,
1974-07-R,4932,3,3,7114716,6,,80,4,1,4,3325,,
1974-07-R,4901,4,4,7164898,9,,80,3,1,3,53507,,
1974-07-R,4927,5,5,7187794,8,,80,2,1,2,"01:16,40",,
1974-07-R,4918,6,6,,15,,79,1,1,1,+1 lap,,
1974-07-R,4919,7,7,,18,,79,0,1,0,+1 lap,,
1974-07-R,4930,8,8,,21,,79,0,1,0,+1 lap,,
1974-07-R,4938,9,9,,20,,79,0,1,0,+1 lap,,
1974-07-R,4925,10,10,,17,,79,0,1,0,,,Engine
1974-07-R,4920,11,11,,14,,77,0,1,0,+3 laps,,
1974-07-R,4908,12,DNF,,3,,70,0,1,0,,,Gearbox
1974-07-R,4954,13,DNF,,16,,59,0,1,0,,,Suspension
1974-07-R,4902,14,DNF,,12,,56,0,1,0,,,Suspension
1974-07-R,4929,15,DNF,,22,,53,0,1,0,,,Suspension
1974-07-R,4903,16,DNF,,10,,30,0,1,0,,,Oil leak
1974-07-R,4898,17,DNF,,7,,27,0,1,0,,,Engine
1974-07-R,4907,18,DNF,,4,,24,0,1,0,,,Gearbox
1974-07-R,4928,19,DNF,,24,,15,0,1,0,,,Handling
1974-07-R,4958,20,DNF,,25,,8,0,1,0,,,Engine
1974-07-R,4897,21,DNF,,5,,8,0,1,0,,,Halfshaft
1974-07-R,4921,22,DNF,,11,,5,0,1,0,,,Fuel leak
1974-07-R,4926,23,DNF,,13,,3,0,1,0,,,Engine
1974-07-R,4956,24,DNF,,23,,2,0,1,0,,,Gearbox
1974-07-R,4955,25,DNF,,19,,0,0,1,0,,,Fire
1974-07-R,4946,26,DSQ,,26,,77,0,1,0,,,Illegal start
