sessionId,entrantId,positionOrder,positionText,laps,time
2020-11-FP3,7203,1,1,25,86225
2020-11-FP3,7200,2,2,27,86361
2020-11-FP3,7193,3,3,25,86681
2020-11-FP3,7199,4,4,24,86896
2020-11-FP3,7187,5,5,25,87038
2020-11-FP3,7186,6,6,29,87167
2020-11-FP3,7192,7,7,25,87245
2020-11-FP3,7185,8,8,23,87392
2020-11-FP3,7196,9,9,23,87449
2020-11-FP3,7191,10,10,28,87528
2020-11-FP3,7198,11,11,27,87634
2020-11-FP3,7197,12,12,26,87795
2020-11-FP3,7201,13,13,29,87924
2020-11-FP3,7189,14,14,25,87956
2020-11-FP3,7190,15,15,27,88115
2020-11-FP3,7195,16,16,27,88293
2020-11-FP3,7202,17,17,30,88343
2020-11-FP3,7204,18,18,25,88370
2020-11-FP3,7188,19,19,26,88941
