entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7200,1,1,5749641,2,,60,25,1,25,,
7199,2,2,5754111,3,,60,19,1,19,,
7185,3,3,5764254,6,,60,15,1,15,,
7192,4,4,5765711,9,,60,12,1,12,,
7201,5,5,5771546,10,,60,10,1,10,,
7191,6,6,5772407,12,,60,8,1,8,,
7193,7,7,5780455,4,,60,6,1,6,,
7207,8,8,5782237,20,,60,4,1,4,,
7190,9,9,5788722,16,,60,2,1,2,,
7204,10,10,5789676,14,,60,1,1,1,,
7187,11,11,5790451,11,,60,0,1,0,,
7189,12,12,5791117,19,,60,0,1,0,,
7195,13,13,5799226,15,,60,0,1,0,,
7188,14,14,5804090,18,,60,0,1,0,,
7197,15,15,5805229,13,,60,0,1,0,,
7186,16,DNF,,8,,42,0,1,0,,Power unit
7196,17,DNF,,5,,23,0,1,0,5000,Radiator
7198,18,DNF,,7,,22,0,1,0,,Hydraulics
7203,19,DNF,,1,,18,0,1,0,,Power unit
7202,20,DNF,,17,,12,0,1,0,,Collision
