entrantId,lap,time,timeOfDay,annotation
7196,7,23562,14:24:20,
7193,10,22560,14:29:03,
7189,10,22865,14:29:22,
7187,11,22616,14:30:54,
7202,11,22496,14:30:54,
7203,13,22625,14:33:18,
7195,14,23016,14:35:37,
7188,14,24737,14:35:40,
7204,15,22482,14:37:09,
7200,16,23983,14:37:59,
7199,16,22106,14:38:04,
7185,16,22159,14:38:37,
7197,17,30826,14:41:05,
7192,28,22880,14:57:23,
7201,28,22641,14:57:31,
7190,28,23635,14:57:54,
7186,29,21991,14:58:56,
7207,29,22700,14:59:24,
7191,30,22625,15:00:55,
7188,33,24063,15:06:01,
7195,34,23114,15:07:30,
7193,35,23111,15:08:35,
7204,36,22772,15:10:28,
7187,41,24366,15:18:18,
7185,44,22530,15:22:03,
7201,44,22503,15:22:26,
7191,44,22917,15:23:04,
7207,44,22686,15:23:08,
7189,44,33016,15:23:17,
7197,44,22527,15:23:55,
7200,45,23180,15:22:31,
7199,45,22568,15:22:43,
7192,45,22612,15:24:17,
