entrantId,positionOrder,positionText,time,laps
7283,1,1,94538,3
7311,2,2,94593,3
7313,3,3,94607,3
7299,4,4,94639,3
7300,5,5,94894,3
7312,6,6,94939,3
7284,7,7,95041,3
7314,8,8,95199,3
7303,9,9,95366,3
7290,10,10,95897,3
