entrantId,positionOrder,positionText,time,laps
7283,1,1,95997,3
7311,2,2,95999,6
7303,3,3,96230,6
7312,4,4,96268,6
7314,5,5,96281,6
7284,6,6,96347,5
7294,7,7,96365,6
7291,8,8,96372,6
7313,9,9,96393,6
7299,10,10,96499,7
7288,11,11,96554,5
7293,12,12,96575,6
7290,13,13,96595,6
7300,14,14,96703,7
7307,15,15,96737,6
7297,16,16,96749,6
7296,17,17,96922,6
7287,18,18,96922,6
7309,19,19,96945,5
7302,20,20,97186,6
