entrantId,positionOrder,positionText,time,laps
7283,1,1,95181,5
7311,2,2,95386,5
7312,3,3,95542,5
7299,4,4,95594,5
7284,5,5,95718,6
7300,6,6,95753,5
7290,7,7,95785,3
7314,8,8,95847,3
7313,9,9,95887,3
7303,10,10,95947,3
7307,11,11,95978,3
7294,12,12,96087,3
7291,13,13,96137,3
7293,14,14,96181,5
7288,15,15,96182,6
