entrantId,positionOrder,positionText,time,laps
7313,1,1,95091,6
7299,2,2,95110,8
7283,3,3,95346,6
7312,4,4,95824,6
7309,5,5,95913,6
7284,6,6,95989,6
7296,7,7,96009,6
7288,8,8,96052,9
7311,9,9,96061,9
7300,10,10,96064,9
7287,11,11,96082,9
7291,12,12,96131,9
7290,13,13,96158,7
7314,14,14,96165,6
7307,15,15,96213,6
7297,16,16,96235,6
7294,17,17,96268,8
7303,18,18,96315,6
7293,19,19,96589,9
7302,20,20,96827,8
