entrantId,lap,time,timeOfDay,annotation
6863,1,41158,14:06:06,
6863,3,196985,14:11:29,
6852,7,24784,14:16:07,
6850,8,21980,14:17:56,
6857,9,33452,14:19:27,
6847,9,22621,14:19:29,
6855,9,24039,14:19:32,
6856,9,30217,14:19:37,
6861,9,23261,14:19:38,
6859,9,26206,14:19:39,
6860,9,33530,14:19:40,
6858,9,27350,14:19:42,
6867,9,24315,14:19:44,
6865,9,24518,14:20:22,
6851,10,21197,14:21:17,
6848,10,25971,14:21:24,
6854,10,20649,14:21:51,
6853,10,22571,14:21:56,
6862,10,22506,14:21:58,
6849,11,38497,14:23:46,
6866,11,22954,14:24:18,
6849,13,21197,14:29:23,
6869,24,23993,14:49:38,
6848,27,14668,14:53:47,
6849,36,20737,15:09:41,
6869,36,31124,15:11:05,
6866,37,40482,15:12:57,
6870,42,21946,15:21:04,
6868,53,21584,15:37:42,
