entrantId,lap,time,timeOfDay,annotation
7078,1,31931,18:05:30,
7070,2,30326,18:07:15,
7082,2,28401,18:07:43,
7064,6,24541,18:13:44,
7073,7,24093,18:15:20,
7083,8,24944,18:17:05,
7075,8,32793,18:17:13,
7087,9,24604,18:18:55,
7083,9,19369,18:19:07,Drive-through
7080,10,25810,18:20:31,
7071,10,26246,18:20:44,
7068,11,25739,18:22:08,
7085,11,26236,18:22:24,
7067,12,24720,18:23:37,
7074,12,26876,18:24:08,
7084,12,26382,18:24:14,
7066,13,24934,18:25:02,
7081,13,24512,18:25:20,
7069,13,24775,18:25:47,
7070,14,25068,18:27:44,
7077,16,24419,18:30:45,
7078,16,24930,18:31:10,
7082,20,34978,18:38:33,
7064,24,26631,18:44:00,
7074,24,24383,18:44:29,
7087,25,24682,18:45:55,
7080,26,25594,18:47:23,
7068,27,26151,18:48:59,
7081,28,25030,18:50:13,
7067,29,25222,18:51:43,
7073,29,24236,18:52:33,
7069,29,25363,18:52:47,
7085,29,25547,18:52:58,
7066,30,27226,18:53:06,
7071,30,25491,18:54:37,
7084,31,28120,18:56:29,
7077,34,24661,19:00:57,
7083,34,26110,19:01:08,
7078,35,24734,19:03:05,
7067,37,25257,19:04:55,
7070,37,24517,19:06:37,
7074,38,24341,19:07:57,
7066,39,25761,19:07:59,
7068,40,30063,19:10:37,
7081,41,24524,19:11:34,
7087,41,25316,19:12:46,
7085,41,25419,19:13:02,
7064,42,24879,19:13:48,
7077,44,24224,19:17:31,
7084,44,25517,19:18:30,
7080,46,25129,19:20:38,
7071,47,25660,19:23:12,
7078,51,26595,19:29:43,
