entrantId,positionOrder,positionText,laps,time
6192,1,1,,76362
6191,2,2,,76648
6203,3,3,,77292
6204,4,4,,78588
6188,5,5,,78589
6187,6,6,,78791
6205,7,7,,79111
6216,8,8,,79355
6206,9,9,,79378
6211,10,10,,79417
6198,11,11,,79509
6213,12,12,,79743
6200,13,13,,79769
6189,14,14,,79961
6201,15,15,,80200
6207,16,16,,80202
6208,17,17,,80227
6197,18,18,,80390
6209,19,19,,80395
6215,20,20,,80469
6199,21,21,,80845
6214,22,22,,80935
6195,23,23,,81064
6212,24,24,,81120
6196,25,25,,81187
6202,26,26,,81504
6210,27,27,,81963
6193,28,28,,82197
6190,29,29,,84117
6194,30,30,,85052
