entrantId,positionOrder,positionText,laps,time
6192,1,1,,77033
6191,2,2,,77058
6188,3,3,,77936
6203,4,4,,78442
6187,5,5,,78735
6204,6,6,,78804
6206,7,7,,79204
6189,8,8,,79233
6211,9,9,,79354
6201,10,10,,79417
6190,11,11,,79591
6207,12,12,,79867
6205,13,13,,79999
6195,14,14,,80029
6200,15,15,,80052
6209,16,16,,80084
6197,17,17,,80135
6208,18,18,,80144
6196,19,19,,80194
6216,20,20,,80248
6213,21,21,,80368
6215,22,22,,80657
6212,23,23,,80659
6198,24,24,,80696
6210,25,25,,80979
6193,26,26,,81346
6214,27,27,,81997
6199,28,28,,82169
6202,29,29,,82181
6194,30,30,,84306
