entrantId,positionOrder,positionText,laps,time
5955,1,1,,106453
5970,2,2,,106828
5961,3,3,,107265
5969,4,4,,107772
5950,5,5,,108049
5954,6,6,,108128
5962,7,7,,108169
5951,8,8,,108526
5972,9,9,,109541
5960,10,10,,109604
5959,11,11,,110162
5957,12,12,,111659
5946,13,13,,111790
5971,14,14,,112010
5964,15,15,,112011
5978,16,16,,112070
5947,17,17,,112523
5952,18,18,,112554
5956,19,19,,112849
5948,20,20,,112881
5953,21,21,,112931
5973,22,22,,113231
5968,23,23,,114028
5949,24,24,,114299
5975,25,25,,115076
5967,26,26,,115151
5974,27,27,,115415
5965,28,28,,116129
5966,29,29,,117156
5958,30,30,,134657
