entrantId,lap,time,timeOfDay,annotation
7261,1,31054,15:05:05,
7255,1,29632,15:05:25,
7263,10,22341,15:18:23,
7252,10,22375,15:18:24,
7250,10,22008,15:18:27,
7258,10,23109,15:18:29,
7256,11,23083,15:19:52,
7246,11,22124,15:19:54,
7257,11,23419,15:20:05,
7247,12,21916,15:21:18,
7262,12,23582,15:21:23,
7249,12,23189,15:21:38,
7264,13,22154,15:22:29,
7245,13,22173,15:22:30,
7260,13,22137,15:22:43,
7265,14,22987,15:24:08,
7254,14,22833,15:24:34,
7251,17,22032,15:28:29,
7253,21,21794,15:34:08,
7248,21,22536,15:35:06,
7261,22,22105,15:36:50,
7257,25,22657,15:41:42,
7249,26,22311,15:43:09,
7254,27,23394,15:44:33,
7245,28,21966,15:44:56,
7250,29,27947,15:47:23,
7255,29,23878,15:47:59,
7262,30,23127,15:48:45,
7263,31,21867,15:49:46,
7252,31,21914,15:50:10,
7246,31,22399,15:50:18,
7256,32,22802,15:51:35,
7247,33,23341,15:52:58,
7265,34,22541,15:54:04,
7260,35,22953,15:55:53,
7264,36,22039,15:56:49,
7251,37,21619,15:58:12,
7248,42,22456,16:06:42,
7245,44,21941,16:08:25,
7263,45,22302,16:10:31,
7257,45,23328,16:12:16,
7250,46,21838,16:13:00,
7254,46,23812,16:13:18,
7261,48,22241,16:15:01,
7246,48,22154,16:15:50,
7249,50,22761,16:19:30,
7264,51,22815,16:19:02,
7247,51,22165,16:19:48,
7260,52,22033,16:21:10,
7256,52,22316,16:21:27,
7251,53,21694,16:21:47,
7252,53,25407,16:22:49,
7257,54,23404,16:26:07,
