entrantId,positionOrder,positionText,time,laps
7300,1,1,84454,5
7299,2,2,84536,5
7283,3,3,84646,6
7314,4,4,84841,3
7312,5,5,85155,6
7311,6,6,85247,6
7297,7,7,85320,3
7284,8,8,85382,5
7294,9,9,,3
7291,10,10,,3
