entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7052,1,1,5982008,1,,56,25,1,25,,
7038,2,2,5982722,2,,56,18,1,18,,
7037,3,3,5984996,3,,56,15,1,15,,
7039,4,4,5985843,6,,56,12,1,12,,
7045,5,5,5990552,4,,56,10,1,10,,
7054,6,6,5991893,5,,56,8,1,8,,
7040,7,7,6001016,8,,56,6,1,6,,
7043,8,8,6004633,9,,56,4,1,4,,
7036,9,9,6014125,7,,56,2,1,2,,
7041,10,10,,10,,55,1,1,1,,
7042,11,11,,15,,55,0,1,0,,
7056,12,12,,18,,55,0,1,0,,
7053,13,13,,14,,55,0,1,0,,
7047,14,14,,17,,55,0,1,0,5000,
7050,15,15,,19,,54,0,1,0,,
7055,16,16,,20,,54,0,1,0,5000,
7051,17,17,,13,,52,0,1,0,,Drivetrain
7044,18,DNF,,11,,49,0,1,0,,Brakes
7048,19,DNF,,12,,15,0,1,0,,Engine
7049,20,DNF,,16,,9,0,1,0,,Gearbox
