entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6719,1,1,5466486,1,,62,10,1,10,,
6715,2,2,5468582,5,,62,8,1,8,,
6718,3,3,5482354,7,,62,6,1,6,,
6720,4,4,5483582,4,,62,5,1,5,,
6717,5,5,5484010,8,,62,4,1,4,,
6723,6,6,5504225,10,,62,3,1,3,,
6726,7,7,5506121,2,,62,2,1,2,,
6716,8,8,5506686,11,,62,1,1,1,,
6721,9,9,5511997,6,,62,0,1,0,,
6725,10,10,5544337,3,,62,0,1,0,,
6724,11,11,5546161,13,,62,0,1,0,,
6730,12,12,5548856,12,,62,0,1,0,,
6729,13,13,,15,,61,0,1,0,,
6733,14,14,,16,,61,0,1,0,,
6734,15,15,,18,,61,0,1,0,,
6731,16,16,,19,,60,0,1,0,,
6727,17,DNF,,14,,47,0,1,0,,Driveshaft
6735,18,DNF,,21,,44,0,1,0,,Accident
6728,19,DNF,,17,,40,0,1,0,,Hydraulics
6736,20,DNF,,22,,23,0,1,0,,Suspension
6722,21,DNF,,9,,5,0,1,0,,Steering
6732,22,DNF,,20,,0,0,1,0,,Collision
