entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7066,1,1,5933891,1,,56,25,1,25,,
7065,2,2,5971667,4,,56,18,1,18,,
7077,3,3,5979827,6,,56,15,1,15,,
7064,4,4,5986579,2,,56,12,1,12,,
7067,5,5,5999763,3,,56,10,1,10,,
7073,6,6,6009402,10,,56,8,1,8,,
7081,7,7,6012121,22,5,56,6,1,6,,
7080,8,8,6013159,9,,56,4,1,4,,
7082,9,9,6018018,8,,56,2,1,2,,
7083,10,10,6020083,5,,56,1,1,1,,
7070,11,11,6028174,7,,56,0,1,0,,
7072,12,12,6031144,11,,56,0,1,0,,
7076,13,13,6035881,12,,56,0,1,0,,
7075,14,14,,18,,55,0,1,0,,
7078,15,15,,13,3,55,0,1,0,,
7069,16,16,,15,,55,0,1,0,,
7074,17,17,,17,,55,0,1,0,,
7085,18,18,,21,,55,0,1,0,,
7068,19,19,,14,,55,0,1,0,,
7071,20,20,,16,,55,0,1,0,,
7084,21,21,,20,,55,0,1,0,,
7079,22,22,,19,,55,0,1,0,,
