sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1979-09-R,5424,1,1,5171170,4,,68,9,1,9,,,
1979-09-R,5429,2,2,5195450,5,,68,6,1,6,24280,,
1979-09-R,5427,3,3,,16,,67,4,1,4,+1 lap,,
1979-09-R,5436,4,4,,7,,67,3,1,3,+1 lap,,
1979-09-R,5413,5,5,,11,,67,2,1,2,+1 lap,,
1979-09-R,5433,6,6,,17,,67,1,0,1,+1 lap,,
1979-09-R,5392,7,7,,18,,66,0,1,0,,,Out of fuel
1979-09-R,5386,8,8,,8,,66,0,1,0,+2 laps,,
1979-09-R,5410,9,9,,24,,66,0,1,0,+2 laps,,
1979-09-R,5426,10,10,,15,,66,0,1,0,+2 laps,,
1979-09-R,5399,11,11,,21,,65,0,1,0,+3 laps,,
1979-09-R,5400,12,12,,12,,65,0,1,0,+3 laps,,
1979-09-R,5432,13,13,,23,,65,0,1,0,+3 laps,,
1979-09-R,5414,14,14,,13,,63,0,1,0,,,Fuel system
1979-09-R,5434,15,DNF,,19,,45,0,1,0,,,Gearbox
1979-09-R,5437,16,DNF,,14,,44,0,1,0,,,Fuel system
1979-09-R,5405,17,DNF,,10,,44,0,1,0,,,Engine
1979-09-R,5423,18,DNF,,1,,38,0,1,0,,,Water pump
1979-09-R,5435,19,DNF,,20,,37,0,1,0,,,Gearbox
1979-09-R,5396,20,DNF,,22,,25,0,1,0,,,Engine
1979-09-R,5421,21,DNF,,2,,21,0,1,0,,,Turbo
1979-09-R,5389,22,DNF,,6,,12,0,1,0,,,Brakes
1979-09-R,5385,23,DNF,,9,,3,0,1,0,,,Wheel bearing
1979-09-R,5411,24,DNF,,3,,1,0,1,0,,,Spun off
