entrantId,positionOrder,positionText,laps,time
5143,1,1,,85659
5135,2,2,,86008
5138,3,3,,86163
5134,4,4,,86362
5132,5,5,,86441
5121,6,6,,86570
5115,7,7,,86773
5108,8,8,,86958
5122,9,9,,87040
5105,10,10,,87133
5133,11,11,,87157
5111,12,12,,87527
5109,13,13,,87568
5112,14,14,,87618
5106,15,15,,87640
5104,16,16,,87762
5148,17,17,,88065
5129,18,18,,88207
5131,19,19,,88221
5119,20,20,,88230
5117,21,21,,88670
5142,22,22,,88815
5127,23,23,,88885
5124,24,24,,89343
5137,25,25,,89597
5140,26,26,,90020
5149,27,27,,90259
