entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
5143,1,1,6413729,1,,72,9,1,9,,
5134,2,2,6433499,4,,72,6,1,6,,
5132,3,3,6447599,5,,72,4,1,4,,
5115,4,4,6469549,7,,72,3,1,3,,
5108,5,5,6473209,8,,72,2,1,2,,
5133,6,6,6474099,11,,72,1,1,1,,
5122,7,7,6477219,9,,72,0,1,0,,
5105,8,8,6485339,10,,72,0,1,0,,
5111,9,9,,12,,71,0,1,0,,
5106,10,10,,15,,71,0,1,0,,
5109,11,11,,13,,71,0,1,0,,
5112,12,12,,14,,71,0,1,0,,
5129,13,13,,18,,71,0,1,0,,
5131,14,14,,19,,70,0,1,0,,Engine
5124,15,15,,24,,70,0,1,0,,
5127,16,DNF,,23,,54,0,1,0,,Spun off
5119,17,DNF,,20,,52,0,1,0,,Engine
5135,18,DNF,,2,,45,0,1,0,,Engine
5138,19,DNF,,3,,38,0,1,0,,Accident
5137,20,DNF,,25,,20,0,1,0,,Engine
5142,21,DNF,,22,,18,0,1,0,,Engine
5117,22,DNF,,21,,10,0,1,0,,Handling
5140,23,DNF,,26,,5,0,1,0,,Accident
5121,24,DNF,,6,,2,0,1,0,,Accident
5104,25,DNF,,16,,2,0,1,0,,Engine
5148,26,DNF,,17,,0,0,1,0,,Accident
