entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6463,1,1,6422450,2,,60,10,1,10,,,
6468,2,2,6444915,1,,60,6,1,6,22465,,
6464,3,3,6451649,5,,60,4,1,4,29199,,
6466,4,4,,11,,59,3,1,3,+1 lap,,
6465,5,5,,10,,59,2,1,2,+1 lap,,
6470,6,6,,21,,59,1,1,1,+1 lap,,
6461,7,7,,3,,59,0,1,0,+1 lap,,
6481,8,8,,19,,58,0,1,0,+2 laps,,
6480,9,9,,17,,56,0,1,0,+4 laps,,
6473,10,DNF,,8,,53,0,1,0,,,Electrical
6475,11,DNF,,12,,45,0,1,0,,,Spun off
6471,12,DNF,,22,,40,0,1,0,,,Spun off
6477,13,DNF,,16,,39,0,1,0,,,Accident
6483,14,DNF,,15,,38,0,1,0,,,Engine
6467,15,DNF,,4,,37,0,1,0,,,Spun off
6472,16,DNF,,14,,37,0,1,0,,,Spun off
6479,17,DNF,,20,,29,0,1,0,,,Spun off
6482,18,DNF,,18,,29,0,1,0,,,Spun off
6474,19,DNF,,9,,27,0,1,0,,,Spun off
6476,20,DNF,,13,,27,0,1,0,,,Throttle
6462,21,DNF,,6,,15,0,1,0,,,Spun off
6469,22,DNF,,7,,13,0,1,0,,,Spun off
