sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2009-15-R,6831,1,1,5300443,1,,53,10,1,10,,,
2009-15-R,6826,2,2,5305320,2,,53,8,1,8,4877,,
2009-15-R,6818,3,3,5306915,3,,53,6,1,6,6472,,
2009-15-R,6821,4,4,5308383,5,,53,5,1,5,7940,,
2009-15-R,6832,5,5,5309236,7,,53,4,1,4,8793,,
2009-15-R,6823,6,6,5309952,4,,53,3,1,3,9509,,
2009-15-R,6837,7,7,5311084,6,,53,2,1,2,10641,,
2009-15-R,6836,8,8,5311917,10,5,53,1,1,1,11474,,
2009-15-R,6822,9,9,5312220,9,,53,0,1,0,11777,,
2009-15-R,6843,10,10,5313508,16,5,53,0,1,0,13065,,
2009-15-R,6819,11,11,5314178,11,5,53,0,1,0,13735,,
2009-15-R,6841,12,12,5315039,14,,53,0,1,0,14596,,
2009-15-R,6834,13,13,5315402,8,5,53,0,1,0,14959,,
2009-15-R,6842,14,14,5316177,18,5,53,0,1,0,15734,,
2009-15-R,6833,15,15,5318416,15,,53,0,1,0,17973,,
2009-15-R,6844,16,16,,17,,52,0,1,0,+1 lap,,
2009-15-R,6830,17,17,,PL,,51,0,1,0,+2 laps,,
2009-15-R,6838,18,DNF,,12,,43,0,1,0,,,Accident
2009-15-R,6829,19,DNF,,13,5,11,0,1,0,,,Clutch
