entrantId,lap,time,timeOfDay,annotation
7170,5,24493,13:21:07,
7180,9,22689,13:26:22,
7168,10,22490,13:27:43,
7158,12,123388,13:30:27,
7181,14,22192,13:32:50,
7178,15,22002,13:34:07,
7172,15,22241,13:34:37,
7160,15,22754,13:34:45,
7169,18,22484,13:38:48,
7163,20,22357,13:41:30,
7176,21,43411,13:43:03,
7175,21,24606,13:43:30,
7173,22,22887,13:44:55,
7171,23,22269,13:45:01,
7183,28,23084,13:53:14,
7172,35,22179,14:02:44,
7174,36,22179,14:02:45,
7177,37,21862,14:04:03,
7165,37,22745,14:04:58,
7182,37,24128,14:06:08,
7178,43,25786,14:12:15,
7181,44,22003,14:13:47,
7168,44,22033,14:14:40,
7180,49,22618,14:21:41,
7157,50,22345,14:22:29,
7160,52,22963,14:26:04,
7175,60,22570,14:38:15,
