sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2009-07-R,6836,1,1,5184848,2,,58,10,1,10,,,
2009-07-R,6830,2,2,5191562,4,,58,8,1,8,6714,,
2009-07-R,6831,3,3,5192309,1,,58,6,1,6,7461,,
2009-07-R,6826,4,4,5212691,5,,58,5,1,5,27843,,
2009-07-R,6832,5,5,5216387,9,,58,4,1,4,31539,,
2009-07-R,6820,6,6,5224844,7,,58,3,1,3,39996,,
2009-07-R,6822,7,7,5231095,10,,58,2,1,2,46247,,
2009-07-R,6827,8,8,5231807,13,,58,1,1,1,46959,,
2009-07-R,6821,9,9,5235094,6,,58,0,1,0,50246,,
2009-07-R,6824,10,10,5247268,8,,58,0,1,0,"01:02,42",,
2009-07-R,6823,11,11,5249175,11,,58,0,1,0,"01:04,33",,
2009-07-R,6833,12,12,5251224,12,,58,0,1,0,"01:06,38",,
2009-07-R,6818,13,13,5265302,16,,58,0,1,0,"01:20,45",,
2009-07-R,6819,14,14,,14,,57,0,1,0,+1 lap,,
2009-07-R,6829,15,15,,18,,57,0,1,0,+1 lap,,
2009-07-R,6825,16,16,,17,,57,0,1,0,+1 lap,,
2009-07-R,6834,17,17,,15,,57,0,1,0,+1 lap,,
2009-07-R,6828,18,18,,20,,57,0,1,0,+1 lap,,
2009-07-R,6837,19,DNF,,3,,47,0,1,0,,,Gearbox
2009-07-R,6835,20,DNF,,19,,4,0,1,0,,,Brakes
