entrantId,lap,time,timeOfDay,annotation
6837,13,29013,15:23:26,
6824,14,26820,15:24:32,
6831,15,24271,15:25:43,
6826,16,26472,15:27:22,
6836,17,26570,15:28:33,
6820,17,27069,15:28:56,
6830,18,26656,15:30:12,
6832,18,26155,15:30:22,
6821,18,28475,15:30:35,
6819,19,26535,15:32:17,
6822,20,26519,15:33:32,
6834,20,25480,15:33:53,
6829,25,25742,15:41:34,
6833,26,24509,15:42:33,
6823,28,24749,15:45:49,
6831,29,26080,15:46:40,
6827,30,24399,15:48:37,
6825,31,26016,15:50:25,
6818,32,27336,15:51:54,
6828,32,27373,15:52:18,
6834,36,26918,15:58:11,
6837,38,25358,16:01:10,
6824,39,25264,16:02:17,
6832,40,24485,16:03:22,
6820,42,24913,16:06:29,
6819,42,24495,16:07:08,
6829,42,25283,16:07:19,
6836,43,24565,16:07:11,
6830,43,24687,16:07:30,
6826,43,23515,16:07:49,
6833,43,43507,16:08:07,
6822,44,23753,16:09:40,
6821,44,23606,16:09:42,
6823,45,23453,16:11:21,
6827,47,23122,16:14:07,
6825,47,40010,16:14:35,
6831,48,23227,16:15:00,
