entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6586,1,1,5503663,2,,71,10,1,10,,,
6568,2,2,5504251,3,,71,6,1,6,588,,
6566,3,3,5562772,4,,71,4,1,4,59109,,
6577,4,4,5570546,7,,71,3,1,3,"01:06,88",,
6569,5,5,5571226,1,,71,2,1,2,"01:07,56",,
6584,6,6,,10,,70,1,1,1,+1 lap,,
6578,7,7,,13,,70,0,1,0,+1 lap,,
6579,8,8,,11,,70,0,1,0,+1 lap,,
6573,9,9,,19,,69,0,1,0,+2 laps,,
6574,10,10,,15,,68,0,1,0,,,Engine
6583,11,11,,20,,68,0,1,0,+3 laps,,
6567,12,12,,5,,67,0,1,0,,,Wheel rim
6582,13,13,,22,,67,0,1,0,+4 laps,,
6570,14,DNF,,9,,61,0,1,0,,,Brakes
6576,15,DNF,,6,,60,0,1,0,,,Engine
6571,16,DNF,,12,,41,0,1,0,,,Collision
6585,17,DNF,,16,,40,0,1,0,,,Spin
6575,18,DNF,,17,,25,0,1,0,,,Gearbox
6580,19,DNF,,18,,25,0,1,0,,,Suspension
6581,20,DNF,,21,,19,0,1,0,,,Suspension
6565,21,DNF,,8,,16,0,1,0,,,Hydraulics
6572,22,DNF,,14,,6,0,1,0,,,Engine
