entrantId,positionOrder,positionText,laps,time
5955,1,1,,84775
5950,2,2,,85898
5958,3,3,,86221
5961,4,4,,86673
5954,5,5,,86735
5957,6,6,,87414
5951,7,7,,87504
5948,8,8,,87582
5970,9,9,,87796
5979,10,10,,87826
5978,11,11,,87907
5972,12,12,,87927
5968,13,13,,88009
5946,14,14,,88015
5956,15,15,,88099
5964,16,16,,88315
5977,17,17,,88417
5959,18,18,,88473
5966,19,19,,88694
5947,20,20,,88840
5969,21,21,,89034
5967,22,22,,89157
5960,23,23,,89305
5971,24,24,,89688
5952,25,25,,89824
5949,26,26,,90125
5975,27,27,,90759
5953,28,28,,91144
5974,29,29,,91366
