entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
5135,1,1,6238860,1,,73,9,1,9,,,
5134,2,2,,13,,72,6,1,6,+1 lap,,
5108,3,3,,2,,72,4,1,4,+1 lap,,
5129,4,4,,20,,72,3,1,3,+1 lap,,
5133,5,5,,7,,72,2,1,2,+1 lap,,
5121,6,6,,16,,72,1,1,1,+1 lap,,
5115,7,7,,11,,72,0,1,0,+1 lap,,
5127,8,8,,22,,72,0,1,0,+1 lap,,
5188,9,9,,24,,70,0,1,0,+3 laps,,
5112,10,10,,15,,69,0,1,0,+4 laps,,
5191,11,11,,10,,66,0,1,0,+7 laps,,
5143,12,DNF,,5,,58,0,1,0,,,Overheating
5189,13,DNF,,25,,49,0,1,0,,,Wheel
5170,14,DNF,,14,,46,0,1,0,,,Oil pressure
5106,15,DNF,,8,,38,0,1,0,,,Electrical
5119,16,DNF,,18,,37,0,1,0,,,Electrical
5109,17,DNF,,12,,35,0,1,0,,,Accident
5148,18,DNF,,4,,33,0,1,0,,,Engine
5192,19,DNF,,21,,27,0,1,0,,,Tyre
5158,20,DNF,,19,,23,0,1,0,,,Gearbox
5117,21,DNF,,23,,9,0,1,0,,,Withdrew
5105,22,DNF,,6,,7,0,1,0,,,Withdrew
5132,23,DNF,,3,,2,0,1,0,,,Withdrew
5184,24,DNF,,17,,1,0,1,0,,,Withdrew
5122,25,DNF,,9,,0,0,1,0,,,Engine
