entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7233,1,1,1749559,2,,24,3,1,3,,
7228,2,2,1750729,1,,24,2,1,2,,
7236,3,3,1768282,5,,24,1,1,1,,
7222,4,4,1769346,3,,24,0,1,0,,
7229,5,5,1770431,20,,24,0,1,0,,
7216,6,6,1772117,7,,24,0,1,0,,
7235,7,7,1774615,6,,24,0,1,0,,
7221,8,8,1783717,4,,24,0,1,0,,
7227,9,9,1784191,10,,24,0,1,0,,
7217,10,10,1784426,11,,24,0,1,0,,
7215,11,11,1785428,8,,24,0,1,0,,
7223,12,12,1786137,9,,24,0,1,0,,
7234,13,13,1791439,14,,24,0,1,0,,
7225,14,14,1793596,15,,24,0,1,0,,
7226,15,15,1795709,12,,24,0,1,0,,
7218,16,16,1796319,16,,24,0,1,0,,
7232,17,17,1797298,17,,24,0,1,0,,
7219,18,18,1799573,13,,24,0,1,0,,
7230,19,19,1811239,18,,24,0,1,0,,
7220,20,20,1817033,19,,24,0,1,0,,
