entrantId,lap,time,timeOfDay,annotation
7009,1,52836,16:07:01,
7014,2,45629,16:07:55,
7002,2,26399,16:08:22,
7011,9,37116,16:20:38,
7015,10,25109,16:22:31,
7012,10,29420,16:22:33,
7000,10,25639,16:22:44,
7008,11,24466,16:24:00,
7019,11,25998,16:24:25,
7004,11,30040,16:24:33,
6999,12,24709,16:25:46,
7010,12,24637,16:26:05,
7003,12,25046,16:26:14,
6998,13,24432,16:27:33,
7013,13,24841,16:27:49,
7001,14,24723,16:29:15,
7018,14,25020,16:29:48,
7017,15,24604,16:30:55,
7005,15,27124,16:31:53,
7016,16,25336,16:33:07,
7014,17,26598,16:36:11,
7002,18,24417,16:37:53,
7015,22,27473,16:44:37,
7012,23,26325,16:46:42,
7011,24,30661,16:48:18,
7019,24,25493,16:48:28,
7013,25,24524,16:49:48,
7003,25,25596,16:50:09,
7004,26,26515,16:52:40,
7008,27,24222,16:53:03,
7010,27,24577,16:53:28,
7000,27,29210,16:54:31,
6999,28,24775,16:54:45,
7018,29,24964,16:57:09,
6998,31,24728,17:00:00,
7005,31,26505,17:01:26,
7001,32,25287,17:01:43,
7017,33,25296,17:03:18,
7016,34,24887,17:05:38,
7015,34,25289,17:06:44,
7002,34,24246,17:07:07,
7004,38,26030,17:15:01,
7013,39,25028,17:15:13,
7011,39,24415,17:15:37,
6999,40,109329,17:16:28,
7003,40,25735,17:17:34,
7000,41,27828,17:20:31,
7008,42,24641,17:20:04,
7010,42,24526,17:20:35,
6999,42,34697,17:22:17,
7018,44,24498,17:24:12,
6999,44,34480,17:26:23,
6998,49,25186,17:32:08,
7001,50,24654,17:33:47,
7017,51,24484,17:35:18,
