entrantId,positionOrder,positionText,time,laps
7311,1,1,95265,39
7312,2,2,95782,39
7294,3,3,95793,38
7284,4,4,96085,36
7287,5,5,96129,36
7283,6,6,96183,37
7297,7,7,96489,33
7293,8,8,96496,41
7313,9,9,96663,42
7303,10,10,96688,42
7299,11,11,96864,33
7314,12,12,96890,37
7296,13,13,96917,37
7300,14,14,96987,35
7290,15,15,97134,33
7291,16,16,97241,37
7309,17,17,97412,41
7288,18,18,97656,36
7307,19,19,97680,40
7302,20,20,98140,42
