entrantId,positionOrder,positionText,laps,time
6738,1,1,28,91353
6719,2,2,15,91751
6737,3,3,27,91764
6720,4,4,13,92175
6715,5,5,13,92538
6733,6,6,24,92703
6739,7,7,24,92926
6716,8,8,14,93215
6726,9,9,12,93226
6740,10,10,26,93244
6728,11,11,8,93557
6717,12,12,11,93577
6718,13,13,15,93726
6729,14,14,9,93848
6742,15,15,24,93900
6734,16,16,22,94284
6723,17,17,5,94333
6725,18,18,9,94384
6727,19,19,7,94432
6731,20,20,14,94459
6724,21,21,5,94953
6721,22,22,18,95170
6741,23,23,24,95686
6722,24,24,11,95898
6730,25,25,8,96264
6732,26,26,16,96314
6735,27,27,19,97588
6736,28,28,21,99021
