entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6795,1,1,5466970,2,,57,10,1,10,,,
6794,2,2,5470309,4,,57,8,1,8,3339,,
6797,3,3,5471968,1,,57,6,1,6,4998,,
6796,4,4,5475379,6,,57,5,1,5,8409,,
6815,5,5,5493759,5,,57,4,1,4,26789,,
6804,6,6,5508284,7,,57,3,1,3,41314,,
6803,7,7,5512443,11,,57,2,1,2,45473,,
6800,8,8,5522859,8,,57,1,1,1,55889,,
6805,9,9,5536470,13,,57,0,1,0,"01:09,50",,
6798,10,10,5544151,10,,57,0,1,0,"01:17,18",,
6809,11,11,5544832,12,,57,0,1,0,"01:17,86",,
6813,12,12,,18,,56,0,1,0,+1 lap,,
6814,13,13,,3,,56,0,1,0,+1 lap,,
6801,14,14,,16,,56,0,1,0,+1 lap,,
6806,15,15,,15,,56,0,1,0,+1 lap,,
6811,16,16,,21,,56,0,1,0,+1 lap,,
6810,17,17,,22,,56,0,1,0,+1 lap,,
6802,18,18,,17,,56,0,1,0,+1 lap,,
6812,19,19,,20,,55,0,1,0,+2 laps,,
6799,20,DNF,,14,,40,0,1,0,,,Gearbox
6808,21,DNF,,9,,19,0,1,0,,,Collision
6807,22,DNF,,19,,0,0,1,0,,,Collision
