entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2185,1,1,12971360,2,,200,8,1,8,,,
2182,2,2,12984109,3,,200,6,1,6,12749,,
2219,3,3,13158660,26,,200,4,1,4,"03:07,30",,
2188,4,4,13159339,8,,200,3,1,3,"03:07,98",,
2184,5,5,13162710,17,,200,2,1,2,"03:11,35",,
2196,6,6,13221969,7,,200,1,1,1,"04:10,61",,
2218,7,7,13236950,12,,200,0,1,0,"04:25,59",,
2210,8,8,13288839,25,,200,0,1,0,"05:17,48",,
2195,9,9,13471269,28,,200,0,1,0,"08:19,91",,
2206,10,10,13491639,14,,200,0,1,0,"08:40,28",,
2201,11,11,13641940,22,,200,0,1,0,"11:10,58",,
2194,12,12,13648559,27,,200,0,1,0,"11:17,20",,
2208,13,13,13702070,31,,200,0,1,0,"12:10,71",,
2212,14,14,,24,,196,0,1,0,+4 laps,,
2214,15,15,,9,,196,0,1,0,+4 laps,,
2192,16,16,,21,,194,0,1,0,+6 laps,,
2200,17,17,,19,,191,0,1,0,+9 laps,,
2213,18,18,,23,,185,0,1,0,,,Engine
2191,19,19,,10,,152,0,1,0,,,Fuel system
2202,20,20,,6,,134,0,1,0,,,Axle
2187,21,21,,1,,132,0,1,0,,,Magneto
2215,22,22,,11,,129,0,1,0,,,Magneto
2183,23,23,,18,,125,0,1,0,,,Engine
2203,24,24,,15,,103,0,1,0,,,Accident
2186,25,25,,16,,90,0,1,0,,,Clutch
2211,26,26,,29,,84,0,1,0,,,Accident
2189,27,27,,13,,77,0,1,0,,,Engine
2205,28,28,,20,,74,0,1,0,,,Brakes
2193,29,29,,32,,60,0,1,0,,,Brakes
2190,30,30,,5,,47,0,1,0,,,Engine
2217,31,31,,4,,42,0,1,0,,,Brakes
2216,32,32,,30,,34,0,1,0,,,Clutch
2198,33,33,,33,,11,0,1,0,,,Magneto
