sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1994-03-R,6291,1,1,5308642,2,,58,10,1,10,,,
1994-03-R,6316,2,2,5363584,6,,58,6,1,6,54942,,
1994-03-R,6293,3,3,5379321,8,,58,4,1,4,"01:10,68",,
1994-03-R,6309,4,4,5382300,10,,58,3,1,3,"01:13,66",,
1994-03-R,6289,5,5,,9,,57,2,1,2,+1 lap,,
1994-03-R,6287,6,6,,4,,57,1,1,1,+1 lap,,
1994-03-R,6310,7,7,,7,,57,0,1,0,+1 lap,,
1994-03-R,6294,8,8,,13,,57,0,1,0,+1 lap,,
1994-03-R,6290,9,9,,12,,56,0,1,0,+2 laps,,
1994-03-R,6298,10,10,,20,,56,0,1,0,+2 laps,,
1994-03-R,6306,11,11,,19,,56,0,1,0,+2 laps,,
1994-03-R,6305,12,12,,17,,55,0,1,0,+3 laps,,
1994-03-R,6295,13,13,,16,,54,0,1,0,,,Brakes
1994-03-R,6318,14,DNF,,21,,49,0,1,0,,,Spun off
1994-03-R,6304,15,DNF,,15,,44,0,1,0,,,Wheel
1994-03-R,6296,16,DNF,,11,,40,0,1,0,,,Engine
1994-03-R,6303,17,DNF,,14,,37,0,1,0,,,Spun off
1994-03-R,6311,18,DNF,,24,,27,0,1,0,,,Spun off
1994-03-R,6314,19,DNF,,25,,23,0,1,0,,,Engine
1994-03-R,6301,20,DNF,,23,,17,0,1,0,,,Engine
1994-03-R,6308,21,DNF,,3,,16,0,1,0,,,Suspension
1994-03-R,6288,22,DNF,,1,,5,0,1,0,,,Fatal accident
1994-03-R,6302,23,DNF,,18,,5,0,1,0,,,Vibrations
