entrantId,lap,time,timeOfDay,annotation
7172,1,45878,14:15:38,
7158,1,50738,14:15:45,
7168,7,17257,14:25:49,
7176,7,25184,14:25:51,
7161,8,23261,14:27:26,
7166,9,23964,14:29:10,
7169,11,24107,14:32:24,
7170,17,23223,14:42:01,
7158,17,33638,14:43:26,
7177,18,22749,14:43:39,
7157,18,23506,14:44:01,
7162,19,22301,14:45:31,
7167,19,23215,14:46:02,
7163,20,23733,14:47:27,
7165,20,23466,14:47:41,
7174,21,22196,14:48:27,
7171,22,22644,14:50:01,
7178,22,22921,14:50:21,
7173,22,24332,14:51:29,
7160,25,23888,14:55:54,
7168,25,26050,14:56:18,
7175,26,32627,14:58:30,
7176,30,25137,15:04:51,
7168,30,43206,15:04:57,
7166,33,23383,15:09:45,
7170,34,22365,15:10:12,
7158,34,22524,15:12:20,
7177,35,22316,15:11:41,
7161,35,23520,15:12:56,
7171,36,23597,15:13:05,
7174,36,24083,15:13:10,
7172,36,22532,15:14:58,
7162,39,22722,15:18:48,
7178,42,24227,15:23:18,
7165,44,23515,15:27:57,
7173,49,23965,15:37:27,
7162,53,22408,15:41:53,
