sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1980-12-R,5460,1,1,5887520,5,,60,9,1,9,,,
1980-12-R,5484,2,2,5916450,6,,60,6,1,6,28930,,
1980-12-R,5480,3,3,5961190,3,,60,4,1,4,"01:13,67",,
1980-12-R,5467,4,4,,18,,59,3,1,3,+1 lap,,
1980-12-R,5505,5,5,,11,,59,2,1,2,+1 lap,,
1980-12-R,5477,6,6,,13,,59,1,1,1,+1 lap,,
1980-12-R,5509,7,7,,24,,59,0,1,0,+1 lap,,
1980-12-R,5456,8,8,,16,,59,0,1,0,+1 lap,,
1980-12-R,5478,9,9,,20,,59,0,1,0,+1 lap,,
1980-12-R,5470,10,10,,1,,58,0,1,0,+2 laps,,
1980-12-R,5506,11,11,,21,,58,0,1,0,+2 laps,,
1980-12-R,5483,12,12,,17,,57,0,1,0,+3 laps,,
1980-12-R,5485,13,13,,12,,54,0,1,0,,,Brakes
1980-12-R,5469,14,DNF,,2,,53,0,1,0,,,Gearbox
1980-12-R,5488,15,DNF,,23,,45,0,1,0,,,Engine
1980-12-R,5466,16,DNF,,10,,40,0,1,0,,,Engine
1980-12-R,5481,17,DNF,,7,,38,0,1,0,,,Engine
1980-12-R,5486,18,DNF,,22,,33,0,1,0,,,Accident
1980-12-R,5462,19,DNF,,14,,20,0,1,0,,,Wheel bearing
1980-12-R,5500,20,DNF,,9,,18,0,1,0,,,Suspension
1980-12-R,5501,21,DNF,,15,,17,0,1,0,,,Accident
1980-12-R,5457,22,DNF,,8,,5,0,1,0,,,Puncture
1980-12-R,5476,23,DNF,,4,,5,0,1,0,,,Puncture
1980-12-R,5507,24,DNF,,19,,4,0,1,0,,,Spun off
