entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6463,1,1,4629672,1,,53,10,1,10,,,
6464,2,2,4667649,5,,53,6,1,6,37977,,
6470,3,3,4670824,6,,53,4,1,4,41152,,
6468,4,4,4685343,3,,53,3,1,3,55671,,
6473,5,5,4691544,8,,53,2,1,2,"01:01,87",,
6469,6,6,4696360,14,,53,1,1,1,"01:06,69",,
6462,7,7,,12,,52,0,1,0,+1 lap,,
6465,8,8,,11,,52,0,1,0,+1 lap,,
6480,9,9,,19,,52,0,1,0,+1 lap,,
6477,10,10,,13,,52,0,1,0,+1 lap,,
6482,11,11,,22,,51,0,1,0,+2 laps,,
6479,12,12,,18,,51,0,1,0,+2 laps,,
6472,13,13,,10,,50,0,1,0,+3 laps,,
6483,14,DNF,,17,,39,0,1,0,,,Gearbox
6461,15,DNF,,2,,37,0,1,0,,,Spun off
6476,16,DNF,,16,,32,0,1,0,,,Throttle
6466,17,DNF,,7,,24,0,1,0,,,Gearbox
6467,18,DNF,,4,,16,0,1,0,,,Engine
6471,19,DNF,,9,,15,0,1,0,,,Vibrations
6481,20,DNF,,21,,13,0,1,0,,,Engine
6474,21,DNF,,15,,12,0,1,0,,,Spun off
6475,22,DNF,,20,,10,0,1,0,,,Spun off
