entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6635,1,1,6346601,1,,77,10,1,10,,,
6637,2,2,6347098,2,,77,8,1,8,497,,
6630,3,3,6422367,6,,77,6,1,6,"01:15,77",,
6631,4,4,,9,,76,5,1,5,+1 lap,,
6640,5,5,,16,,76,4,1,4,+1 lap,,
6643,6,6,,15,,76,3,1,3,+1 lap,,
6645,7,7,,17,,75,2,1,2,+2 laps,,
6644,8,8,,PL,,74,1,1,1,+3 laps,,
6648,9,9,,19,,71,0,1,0,+6 laps,,
6632,10,10,,12,10,69,0,1,0,,,Gearbox
6629,11,DNF,,4,,45,0,1,0,,,Collision damage
6636,12,DNF,,3,,41,0,1,0,,,Accident
6634,13,DNF,,5,,27,0,1,0,,,Hydraulics
6647,14,DNF,,20,,15,0,1,0,,,Gearbox
6646,15,DNF,,18,,12,0,1,0,,,Transmission
6641,16,DNF,,11,,11,0,1,0,,,Gearbox
6638,17,DNF,,7,,2,0,1,0,,,Engine
6633,18,DNF,,8,,2,0,1,0,,,Collision damage
6639,19,DNF,,10,,2,0,1,0,,,Collision
6642,20,DNF,,14,,0,0,1,0,,,Accident
