entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
3438,1,1,6434800,2,,68,9,1,9,,,
3392,2,2,6440600,1,,68,6,1,6,5800,,
3441,3,3,6440900,10,,68,4,1,4,6100,,
3443,4,4,,8,,67,3,1,3,+1 lap,,
3457,5,5,,14,,67,2,1,2,+1 lap,,
3456,6,6,,15,,66,1,1,1,+2 laps,,
3460,7,7,,18,,65,0,1,0,+3 laps,,
3447,8,8,,13,,63,0,1,0,,,Engine
3445,9,9,,20,,63,0,1,0,+5 laps,,
3458,10,NC,,16,,59,0,1,0,+9 laps,,
3446,11,DNF,,3,,58,0,1,0,,,Gearbox
3454,12,DNF,,17,,46,0,1,0,,,Engine
3391,13,DNF,,5,,33,0,1,0,,,Ignition
3442,14,DNF,,4,,31,0,1,0,,,Fuel leak
3444,15,DNF,,7,,16,0,1,0,,,Accident
3450,16,DNF,,19,,7,0,1,0,,,Engine
3440,17,DNF,,6,,7,0,1,0,,,Oil leak
3449,18,DNF,,9,,5,0,1,0,,,Fuel leak
3455,19,DNF,,12,,3,0,1,0,,,Throttle
3448,20,DNF,,11,,0,0,1,0,,,Engine
