entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6126,1,1,5880056,4,,72,10,1,10,,
6170,2,2,5885059,2,,72,6,1,6,,
6122,3,3,5914990,3,,72,4,1,4,,
6171,4,4,5915976,6,,72,3,1,3,,
6127,5,5,,1,,71,2,1,2,,
6153,6,6,,13,,71,1,1,1,,
6135,7,7,,9,,70,0,1,0,,
6162,8,8,,7,,70,0,1,0,,
6143,9,9,,12,,70,0,1,0,,
6165,10,10,,20,,70,0,1,0,,
6169,11,11,,14,,70,0,1,0,,
6168,12,12,,16,,69,0,1,0,,
6161,13,DNF,,8,,63,0,1,0,,Physical
6125,14,DNF,,11,,57,0,1,0,,Gearbox
6159,15,DNF,,21,,47,0,1,0,,Oil leak
6149,16,DNF,,23,,43,0,1,0,,Transmission
6142,17,DNF,,26,,39,0,1,0,,Tyre
6157,18,DNF,,17,,36,0,1,0,,Spun off
6150,19,DNF,,22,,32,0,1,0,,Transmission
6166,20,DNF,,25,,31,0,1,0,,Gearbox
6156,21,DNF,,24,,21,0,1,0,,Gearbox
6124,22,DNF,,18,,12,0,1,0,,Spun off
6144,23,DNF,,10,,8,0,1,0,,Collision
6136,24,DNF,,15,,7,0,1,0,,Spun off
6123,25,DNF,,5,,6,0,1,0,,Engine
6152,26,DNF,,19,,0,0,1,0,,Spun off
