entrantId,positionOrder,positionText,laps,time
4908,1,1,,78440
4923,2,2,,78470
4907,3,3,,78780
4901,4,4,,79250
4924,5,5,,79280
4903,6,6,,79370
4915,7,7,,79540
4943,8,8,,79660
4925,9,9,,79810
4936,10,10,,79860
4932,11,11,,79870
4926,12,12,,80030
4927,13,13,,80200
4905,14,14,,80460
4928,15,15,,80520
4920,16,16,,80540
4937,17,17,,80650
4921,18,18,,80650
4929,19,19,,80800
4918,20,20,,80990
4910,21,21,,81320
4939,22,22,,81350
4922,23,23,,81430
4942,24,24,,81790
4938,25,25,,81850
4940,26,26,,81890
4919,27,27,,81960
4930,28,28,,82090
