entrantId,positionOrder,positionText,laps,time
6695,1,1,31,90623
6689,2,2,33,90630
6674,3,3,13,91813
6676,4,4,13,91841
6675,5,5,16,91870
6673,6,6,7,92088
6693,7,7,19,92143
6671,8,8,25,92335
6672,9,9,27,92842
6682,10,10,17,93098
6681,11,11,20,93168
6700,12,12,32,93174
6692,13,13,5,93242
6679,14,14,22,93430
6670,15,15,20,93514
6669,16,16,22,93753
6701,17,17,27,94090
6678,18,18,26,94274
6677,19,19,22,94645
6683,20,20,17,94702
6697,21,21,16,94842
6699,22,22,19,95311
6698,23,23,5,95791
6684,24,24,8,96702
