entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6587,1,1,5707426,4,,60,10,1,10,,,
6586,2,2,5707720,3,,60,6,1,6,294,,
6567,3,3,5753861,6,,60,4,1,4,46435,,
6568,4,4,5774389,2,,60,3,1,3,"01:06,96",,
6577,5,5,5784369,8,,60,2,1,2,"01:16,94",,
6571,6,6,,11,,59,1,1,1,+1 lap,,
6570,7,7,,9,,59,0,1,0,+1 lap,,
6576,8,8,,7,,59,0,1,0,+1 lap,,
6575,9,9,,12,,59,0,1,0,+1 lap,,
6581,10,10,,21,,59,0,1,0,+1 lap,,
6579,11,11,,16,,59,0,1,0,+1 lap,,
6574,12,12,,19,,59,0,1,0,+1 lap,,
6580,13,13,,15,,59,0,1,0,+1 lap,,
6585,14,14,,13,,59,0,1,0,+1 lap,,
6583,15,15,,20,,58,0,1,0,+2 laps,,
6573,16,16,,14,,58,0,1,0,+2 laps,,
6584,17,DNF,,10,,51,0,1,0,,,Gearbox
6582,18,DNF,,22,,48,0,1,0,,,Hydraulics
6578,19,DNF,,17,,41,0,1,0,,,Hydraulics
6569,20,DNF,,1,,27,0,1,0,,,Collision
6566,21,DNF,,5,,27,0,1,0,,,Collision damage
6572,22,DNF,,18,,26,0,1,0,,,Collision damage
