entrantId,positionOrder,positionText,laps,time
5470,1,1,,120150
5469,2,2,,120550
5460,3,3,,121710
5478,4,4,,122100
5477,5,5,,122420
5457,6,6,,122620
5484,7,7,,122860
5456,8,8,,122930
5485,9,9,,123040
5483,10,10,,123540
5486,11,11,,123910
5505,12,12,,123960
5501,13,13,,124450
5462,14,14,,124470
5466,15,15,,124550
5463,16,16,,124570
5480,17,17,,124690
5504,18,18,,125100
5482,19,19,,125750
5498,20,20,,125780
5467,21,21,,126040
5481,22,22,,126560
5506,23,23,,129260
5500,24,24,,130540
5488,25,25,,136420
5476,26,26,,139560
