entrantId,positionOrder,positionText,laps,time
6126,1,1,,104867
6162,2,2,,105567
6123,3,3,,106089
6169,4,4,,106139
6127,5,5,,106559
6122,6,6,,106561
6157,7,7,,106611
6136,8,8,,106616
6171,9,9,,106629
6153,10,10,,106946
6176,11,11,,107088
6143,12,12,,107250
6156,13,13,,107577
6168,14,14,,107729
6166,15,15,,107871
6142,16,16,,107953
6141,17,17,,107977
6179,18,18,,108178
6170,19,19,,108204
6144,20,20,,108663
6135,21,21,,109634
6181,22,22,,109923
6124,23,23,,110181
6132,24,24,,110419
6149,25,25,,111017
6125,26,26,,112122
