entrantId,lap,time,timeOfDay,annotation
6492,1,410649,14:06:15,
6488,3,29094,14:09:01,
6502,12,35435,14:25:42,
6498,19,30266,14:36:27,
6493,20,30530,14:38:23,
6492,20,29839,14:45:55,
6494,21,30425,14:40:02,
6504,22,30515,14:41:53,
6495,22,29695,14:42:04,
6496,24,32443,14:46:05,
6487,25,28899,14:46:30,
6484,27,29149,14:50:04,
6503,27,32624,14:51:16,
6486,28,32523,14:51:38,
6499,28,35081,14:51:49,
6488,28,32546,14:53:09,
6491,30,30607,14:55:48,
6492,37,29249,15:15:33,
6493,38,28755,15:09:49,
6504,38,30817,15:09:52,
6498,39,29983,15:11:07,
6495,39,28975,15:11:36,
6487,41,28224,15:14:07,
6494,41,29338,15:14:50,
6484,47,28388,15:24:37,
6488,48,27435,15:28:39,
