entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6484,1,1,6383536,1,,77,10,1,10,,
6485,2,2,6393242,3,,77,6,1,6,,
6487,3,3,6410764,2,,77,4,1,4,,
6491,4,4,6415351,5,,77,3,1,3,,
6498,5,5,6427344,8,,77,2,1,2,,
6490,6,6,6439262,6,,77,1,1,1,,
6493,7,7,6444548,7,,77,0,1,0,,
6501,8,8,,13,,76,0,1,0,,
6489,9,9,,16,,76,0,1,0,,
6500,10,10,,14,,76,0,1,0,,
6499,11,11,,10,,76,0,1,0,,
6508,12,12,,18,,75,0,1,0,,
6505,13,13,,17,,75,0,1,0,,
6502,14,14,,19,,75,0,1,0,,
6496,15,15,,20,,75,0,1,0,,
6494,16,16,,11,,74,0,1,0,,Fuel pressure
6503,17,17,,22,,74,0,1,0,,
6504,18,DNF,,9,,60,0,1,0,,Clutch
6492,19,DNF,,4,,52,0,1,0,,Engine
6497,20,DNF,,21,,26,0,1,0,,Transmission
6495,21,DNF,,12,,19,0,1,0,,Spun off
6488,22,DNF,,15,,10,0,1,0,,Differential
