entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
7038,1,1,6155038,1,,71,25,1,25,,,
7052,2,2,6156992,2,,71,18,1,18,1954,,
7054,3,3,6169630,6,,71,15,1,15,14592,,
7048,4,4,6171610,4,,71,12,1,12,16572,,
7036,5,5,6174720,5,,71,10,1,10,19682,,
7045,6,6,6176531,7,,71,8,1,8,21493,,
7049,7,7,6180898,10,,71,6,1,6,25860,,
7042,8,8,6189381,9,,71,4,1,4,34343,,
7051,9,9,6190267,8,,71,2,1,2,35229,,
7040,10,10,6192972,12,,71,1,1,1,37934,,
7044,11,11,6193576,13,,71,0,1,0,38538,,
7041,12,12,6195218,14,,71,0,1,0,40180,,
7053,13,13,6203810,11,,71,0,1,0,48772,,
7047,14,14,6204252,20,70,71,0,1,0,49214,,
7062,15,15,,16,,69,0,1,0,+2 laps,,
7050,16,16,,17,,69,0,1,0,+2 laps,,
7043,17,DNF,,15,,57,0,1,0,,,Brakes
7037,18,DNF,,3,,50,0,1,0,,,Accident
7039,19,DNF,,19,35,21,0,1,0,,,Collision
7056,20,DNF,,18,15,1,0,1,0,,,Power unit
