entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6671,1,1,5493736,1,,56,10,1,10,,
6681,2,2,5518063,2,,56,8,1,8,,
6674,3,3,5525924,10,,56,6,1,6,,
6676,4,4,5535367,11,,56,5,1,5,,
6682,5,5,5545590,5,,56,4,1,4,,
6679,6,6,5566279,8,,56,3,1,3,,
6667,7,7,5573724,13,,56,2,1,2,,
6680,8,8,5574571,7,,56,1,1,1,,
6675,9,9,5575316,6,,56,0,1,0,,
6678,10,10,,14,,55,0,1,0,,
6684,11,11,,17,,54,0,1,0,,
6683,12,12,,18,,53,0,1,0,,
6686,13,13,,19,,52,0,1,0,,
6668,14,DNF,,12,,49,0,1,0,,Handling
6672,15,DNF,,3,,36,0,1,0,,Collision
6673,16,DNF,,4,,36,0,1,0,,Collision
6677,17,DNF,,16,,26,0,1,0,,Spun off
6669,18,DNF,,9,,2,0,1,0,,Engine
6691,19,DNF,,15,,2,0,1,0,,Engine
6685,20,DNF,,20,,2,0,1,0,,Spun off
