entrantId,lap,time,timeOfDay,annotation
7284,1,22666,15:04:43,
7311,1,32686,15:04:46,
7290,1,28469,15:04:47,
7288,1,23088,15:04:49,
7309,1,32321,15:04:50,
7305,1,42641,15:04:53,
7296,1,31341,15:04:55,
7283,2,20379,15:06:25,
7294,2,20647,15:06:26,
7312,2,20973,15:06:31,
7291,2,22534,15:06:39,
7299,3,20170,15:08:18,
7313,3,20266,15:08:35,
7314,4,21201,15:10:00,
7293,4,20036,15:10:16,
7296,9,20137,15:16:59,
7313,9,19970,15:17:26,
7293,9,20208,15:17:44,
7288,10,20231,15:18:09,
7294,10,20109,15:18:10,
7312,10,19511,15:18:16,
7309,10,18904,15:18:24,
7291,10,19795,15:18:26,
7299,10,20395,15:18:33,
7305,10,30836,15:18:37,
7314,10,20148,15:18:55,
7283,11,19289,15:19:24,
7290,11,19518,15:19:34,
7311,11,27202,15:19:46,
7284,12,19460,15:20:46,
7300,15,18979,15:25:18,
7287,16,20187,15:27:09,
7297,16,20438,15:27:10,
7314,16,19607,15:27:30,
7293,16,19653,15:27:53,
7305,17,19600,15:29:22,
7293,34,19923,15:53:38,
7296,35,20510,15:54:48,
7288,37,20469,15:57:19,
7312,41,19398,16:02:07,
7299,42,18878,16:03:37,
7291,43,19024,16:04:50,
7303,44,19667,16:06:01,
7284,45,18789,16:06:58,
7313,45,19327,16:07:26,
7290,46,25404,16:08:21,
7300,46,19120,16:08:46,
7305,46,19192,16:09:09,
7287,47,20213,16:10:17,
7294,48,25147,16:10:51,
7297,48,19713,16:11:31,
7283,49,18706,16:11:52,
7287,59,19735,16:25:45,
7305,59,19307,16:25:48,
7284,60,27596,16:26:00,
7290,60,20417,16:26:21,
7312,60,19838,16:26:22,
7313,60,20779,16:26:30,
7314,60,24019,16:26:34,
7299,60,19871,16:26:35,
7300,60,22376,16:26:40,
7309,60,20602,16:26:50,
7288,60,21439,16:26:53,
7293,60,21532,16:26:58,
7297,60,23582,16:26:58,
7296,60,23584,16:27:09,
7283,61,19429,16:27:10,
7294,61,20655,16:27:35,
7303,61,21300,16:27:57,
7291,61,22096,16:28:03,
7283,63,20402,16:30:26,
7284,63,2461612,16:31:04,
7299,63,2443212,16:31:28,
7314,63,2446251,16:31:31,
7303,63,2443475,16:31:37,
7300,63,2434653,16:31:49,
7291,63,2432201,16:31:53,
7309,63,2414895,16:32:13,
7293,63,2410734,16:32:20,
7297,63,2410704,16:32:22,
7287,63,2405113,16:32:29,
7305,63,2396340,16:32:43,
7296,63,2394733,16:32:48,
7283,64,2483382,16:32:50,
7294,64,2455302,16:33:22,
7290,64,2443169,16:33:40,
7312,64,2443147,16:33:44,
7313,64,2431108,16:33:59,
7284,64,35592,17:13:46,
7299,64,44272,17:13:49,
7314,64,39845,17:13:59,
7303,64,39234,17:14:02,
7300,64,38453,17:14:06,
7291,64,37037,17:14:09,
7309,64,34901,17:14:14,
7293,64,33553,17:14:17,
7297,64,32884,17:14:19,
7287,64,32518,17:14:22,
7305,64,31306,17:14:27,
7296,64,30628,17:14:31,
7314,67,22379,17:20:51,
