sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1970-13-R,4139,1,1,6808360,3,,65,9,1,9,,,
1970-13-R,4140,2,2,6853820,1,,65,6,1,6,45460,,
1970-13-R,4248,3,3,6854330,14,,65,4,1,4,45970,,
1970-13-R,4252,4,4,6855410,5,,65,3,1,3,47050,,
1970-13-R,4246,5,5,6858470,6,,65,2,1,2,50110,,
1970-13-R,4258,6,6,6893120,7,,65,1,1,1,"01:24,76",,
1970-13-R,4259,7,7,,13,,64,0,1,0,+1 lap,,
1970-13-R,4256,8,8,,15,,64,0,1,0,+1 lap,,
1970-13-R,4247,9,9,,11,,61,0,1,0,+4 laps,,
1970-13-R,4260,10,NC,,12,,56,0,1,0,+9 laps,,
1970-13-R,4254,11,DNF,,4,,52,0,1,0,,,Engine
1970-13-R,4244,12,DNF,,2,,33,0,1,0,,,Suspension
1970-13-R,4249,13,DNF,,10,,27,0,1,0,,,Engine
1970-13-R,4255,14,DNF,,17,,15,0,1,0,,,Fuel system
1970-13-R,4116,15,DNF,,9,,8,0,1,0,,,Engine
1970-13-R,4253,16,DNF,,8,,4,0,1,0,,,Overheating
1970-13-R,4251,17,DNF,,16,,3,0,1,0,,,Engine
1970-13-R,4261,18,DNF,,18,,1,0,1,0,,,Engine
