entrantId,lap,time,timeOfDay,annotation
7083,1,27098,14:06:03,
7064,8,23956,14:17:32,
7067,8,23989,14:17:35,
7090,9,23489,14:19:21,
7066,10,23526,14:21:02,
7076,10,23613,14:21:28,
7068,10,24523,14:21:30,
7070,10,23350,14:21:31,
7081,11,23601,14:22:40,
7073,11,24093,14:23:03,
7082,11,24778,14:23:06,
7072,11,23683,14:23:10,
7075,13,24470,14:27:00,
7074,13,24310,14:27:04,
7085,13,26059,14:27:10,
7065,14,24433,14:28:08,
7079,15,24071,14:30:43,
7069,17,25229,14:34:12,
7093,17,25216,14:34:34,
7083,20,25222,14:40:06,
7089,21,37837,14:41:16,Ten-second time penalty
7067,24,23845,14:45:43,
7064,25,23534,14:47:19,
7090,26,36112,14:49:08,
7079,26,24766,14:50:20,
7093,26,27532,14:50:59,
7070,27,24467,14:51:47,
7068,27,26056,14:51:52,
7074,27,24103,14:52:06,
7076,28,25635,14:53:32,
7065,29,23812,14:54:23,
7073,29,23903,14:54:55,
7071,29,24244,14:55:54,
7082,30,24281,14:56:49,
7072,30,25300,14:56:57,
7085,30,25182,14:58:04,
7081,31,23575,14:57:50,
7066,31,24149,14:58:05,
7067,38,25384,15:11:09,
7074,43,23898,15:21:37,
7093,44,24665,15:24:27,
7065,53,24156,15:37:10,
7073,54,23464,15:39:55,
