sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1957-05-R,1522,1,1,11197800,3,,90,5,1,5,,,
1957-05-R,1523,1,1,11197800,3,,90,4,1,4,,,
1957-05-R,1599,2,2,11223400,10,,90,6,1,6,25600,,
1957-05-R,1598,3,3,11240600,5,,90,4,1,4,42800,,
1957-05-R,1588,4,4,,9,,88,0,1,0,+2 laps,,
1957-05-R,1590,4,4,,9,,88,3,1,3,+2 laps,,
1957-05-R,1606,5,5,,15,,85,2,1,2,+5 laps,,
1957-05-R,1607,6,6,,18,,82,0,1,0,+8 laps,,
1957-05-R,1600,7,7,,6,,82,0,1,0,+8 laps,,
1957-05-R,1604,8,8,,19,,71,0,1,0,+19 laps,,
1957-05-R,1605,9,DNF,,13,,74,0,1,0,,,Clutch
1957-05-R,1585,10,DNF,,2,,69,0,1,0,,,Clutch
1957-05-R,1588,11,DNF,,8,,53,0,1,0,,,Water leak
1957-05-R,1522,12,DNF,,1,,51,0,1,0,,,Engine
1957-05-R,1523,12,DNF,,1,,51,0,1,0,,,Engine
1957-05-R,1498,13,DNF,,4,,49,0,1,0,,,Engine
1957-05-R,1601,14,DNF,,16,,46,0,1,0,,,Engine
1957-05-R,1602,15,DNF,,12,,44,0,1,0,,,Engine
1957-05-R,1586,16,DNF,,7,,39,0,1,0,,,Water pump
1957-05-R,1501,17,DNF,,11,,35,0,1,0,,,Transmission
1957-05-R,1603,18,DNF,,17,,18,0,1,0,,,Gearbox
1957-05-R,1597,19,DNS,,14,,,0,1,0,,,Accident
