entrantId,positionOrder,positionText,laps,time
6430,1,1,12,89369
6431,2,2,12,91123
6432,3,3,10,91472
6437,4,4,12,91531
6433,5,5,12,91881
6436,6,6,12,91971
6442,7,7,12,92287
6434,8,8,9,92593
6440,9,9,11,92842
6435,10,10,8,92870
6448,11,11,9,93075
6438,12,12,11,93130
6443,13,13,11,93327
6439,14,14,11,93552
6446,15,15,12,93798
6441,16,16,11,93989
6447,17,17,12,94120
6445,18,18,11,94229
6449,19,19,9,94623
6428,20,20,12,94806
6444,21,21,11,94943
6429,22,22,8,95972
6450,23,23,11,100972
6451,24,24,9,102086
