sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1986-13-R,5862,1,1,4662889,6,,51,9,1,9,,,
1986-13-R,5861,2,2,4672717,3,,51,6,1,6,9828,,
1986-13-R,5882,3,3,4685804,12,,51,4,1,4,22915,,
1986-13-R,5858,4,4,4716698,8,,51,3,1,3,53809,,
1986-13-R,5874,5,5,,4,,50,2,1,2,+1 lap,,
1986-13-R,5883,6,6,,18,,49,1,1,1,+2 laps,,
1986-13-R,5872,7,7,,13,,49,0,1,0,+2 laps,,
1986-13-R,5890,8,8,,16,,49,0,1,0,+2 laps,,
1986-13-R,5886,9,9,,23,,49,0,1,0,+2 laps,,
1986-13-R,5885,10,10,,20,,49,0,1,0,+2 laps,,
1986-13-R,5902,11,11,,27,,45,0,1,0,+6 laps,,
1986-13-R,5873,12,DNF,,1,,44,0,1,0,,,Puncture
1986-13-R,5881,13,DNF,,9,,33,0,1,0,,,Engine
1986-13-R,5900,14,DNF,,21,,33,0,1,0,,,Engine
1986-13-R,5903,15,DNF,,25,,31,0,1,0,,,Puncture
1986-13-R,5879,16,DNF,,11,,30,0,1,0,,,Gearbox
1986-13-R,5868,17,DNF,,22,,27,0,1,0,,,Engine
1986-13-R,5898,18,DNF,,14,,22,0,1,0,,,Engine
1986-13-R,5866,19,DNF,,17,,18,0,1,0,,,Gearbox
1986-13-R,5888,20,DNF,,7,,16,0,1,0,,,Spun off
1986-13-R,5878,21,DNF,,19,,15,0,1,0,,,Electrical
1986-13-R,5895,22,DNF,,26,,12,0,1,0,,,Suspension
1986-13-R,5887,23,DNF,,15,,2,0,1,0,,,Accident
1986-13-R,5863,24,DNF,,10,,2,0,1,0,,,Accident
1986-13-R,5884,25,DNF,,24,,1,0,1,0,,,Engine
1986-13-R,5867,26,DNF,,5,,0,0,1,0,,,Transmission
1986-13-R,5857,27,DSQ,,2,,27,0,1,0,,,Illegal car change
