entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6854,1,1,7073579,1,,61,25,1,25,,,
6851,2,2,7073872,2,,61,18,1,18,293,,
6852,3,3,7102720,5,,61,15,1,15,29141,,
6847,4,4,7103963,4,,61,12,1,12,30384,,
6850,5,5,7122973,7,,61,10,1,10,49394,,
6855,6,6,7129680,6,,61,8,1,8,56101,,
6857,7,7,7160138,8,,61,6,1,6,"01:26,56",,
6853,8,8,7186876,24,,61,4,1,4,"01:53,30",,
6859,9,9,7205995,15,,61,2,1,2,"02:12,42",20000,
6856,10,10,7206370,17,5,61,1,1,1,"02:12,79",20000,
6858,11,11,,12,,60,0,1,0,+1 lap,,
6862,12,12,,PL,,60,0,1,0,+1 lap,,
6849,13,13,,9,,60,0,1,0,+1 lap,,
6861,14,14,,13,,60,0,1,0,+1 lap,,
6870,15,15,,20,,59,0,1,0,+2 laps,,
6864,16,16,,19,,58,0,1,0,,,Fire
6869,17,DNF,,18,,49,0,1,0,,,Hydraulics
6880,18,DNF,,14,,36,0,1,0,,,Collision
6848,19,DNF,,3,,35,0,1,0,,,Collision
6879,20,DNF,,22,,31,0,1,0,,,Hydraulics
6868,21,DNF,,10,,30,0,1,0,,,Accident
6866,22,DNF,,23,,29,0,1,0,,,Accident
6863,23,DNF,,21,,27,0,1,0,,,Hydraulics
6860,24,DNF,,16,,1,0,1,0,,,Suspension
