entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
5298,1,1,5824470,1,,52,9,1,9,,
5294,2,2,5837680,5,,52,6,1,6,,
5297,3,3,5838110,10,,52,4,1,4,,
5300,4,4,5840520,6,,52,3,1,3,,
5299,5,5,5899320,3,,52,2,1,2,,
5301,6,6,5904370,9,,52,1,1,1,,
5304,7,7,5907070,2,,52,0,1,0,,
5305,8,8,5923350,7,,52,0,1,0,,
5306,9,9,5925070,17,,52,0,1,0,,
5311,10,10,5927970,15,,52,0,1,0,,
5302,11,11,5933540,13,,52,0,1,0,,
5303,12,12,,11,,51,0,1,0,,
5318,13,13,,24,,51,0,1,0,,
5296,14,14,,23,,51,0,1,0,,
5308,15,15,,16,,51,0,1,0,,
5316,16,16,,8,,50,0,1,0,,Engine
5307,17,17,,18,,50,0,1,0,,
5310,18,18,,12,,50,0,1,0,,
5295,19,DNF,,4,,41,0,1,0,,Engine
5317,20,DNF,,14,,36,0,1,0,,Fuel system
5312,21,DNF,,21,,35,0,1,0,,Distributor
5313,22,DNF,,22,,28,0,1,0,,Engine
5320,23,DNF,,20,,9,0,1,0,,Differential
5309,24,DNF,,19,,4,0,1,0,,Overheating
