entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7066,1,1,4648089,2,,53,25,1,25,,
7081,2,2,4663159,1,,53,18,1,18,,
7065,3,3,4669079,3,,53,15,1,15,,
7067,4,4,4675650,4,,53,12,1,12,,
7064,5,5,4693384,6,,53,10,1,10,,
7083,6,6,4699104,5,,53,8,1,8,,
7090,7,7,4702325,7,,53,6,1,6,,
7070,8,8,4713043,8,,53,4,1,4,,
7073,9,9,4713706,11,,53,2,1,2,,
7078,10,10,4726745,9,,53,1,1,1,,
7068,11,11,,17,5,52,0,1,0,,
7076,12,12,,14,,52,0,1,0,,
7075,13,13,,10,,52,0,1,0,,
7072,14,14,,12,,52,0,1,0,,
7082,15,15,,15,,52,0,1,0,,
7069,16,16,,19,,52,0,1,0,,
7074,17,17,,21,,52,0,1,0,,
7093,18,18,,22,5,51,0,1,0,,
7089,19,DNF,,16,,36,0,1,0,5000,Battery
7085,20,DNF,,13,,26,0,1,0,,Oil leak
7079,21,DNF,,20,,7,0,1,0,,Collision damage
7071,22,DNF,,18,,6,0,1,0,10000,Collision damage
