entrantId,lap,time,timeOfDay,annotation
7176,6,22381,15:21:55,
7177,19,23746,15:39:39,
7170,20,22417,15:40:52,
7168,21,22049,15:42:48,
7162,22,22563,15:43:55,
7165,22,23321,15:44:26,
7166,23,22025,15:45:34,
7157,24,22379,15:47:07,
7172,24,21468,15:47:10,
7163,24,22781,15:47:11,
7178,25,23646,15:47:53,
7167,25,23591,15:48:27,
7174,26,22034,15:49:04,
7161,26,22379,15:49:40,
7158,26,21579,15:50:07,
7171,27,22265,15:50:16,
7160,28,22342,15:53:02,
7175,31,21954,15:58:16,
7173,32,22442,15:59:33,
7169,35,22193,16:02:40,
7177,40,21643,16:08:48,
7176,41,23507,16:12:09,
7170,43,22540,16:12:43,
7173,44,21846,16:17:28,
7175,44,22142,16:17:59,
7174,45,22018,16:15:21,
7168,45,33821,16:16:25,
7166,45,22992,16:16:29,
7167,45,37345,16:16:34,
7157,45,22702,16:16:58,
7163,45,22896,16:17:06,
7160,45,22549,16:17:38,
7171,46,22511,16:16:43,
7178,46,21638,16:17:34,
7162,46,22095,16:18:00,
7161,46,22732,16:18:13,
7172,46,21545,16:18:55,
